Gene ID	Gene Name	EBV-transformed lymphocyte	K-562 cell line	adrenal gland	amygdala	anterior cingulate cortex	aorta	atrium auricular region	blood	breast (mammary tissue)	caudate nucleus	cerebellar hemisphere	cerebellum	cerebral cortex	coronary artery	cortex of kidney	ectocervix	esophagogastric junction	esophagus mucosa	esophagus muscularis mucosa	fallopian tube	frontal cortex	heart left ventricle	hippocampal formation	hypothalamus	liver	lower leg skin	lung	minor salivary gland	nucleus accumbens	ovary	pancreas	pituitary gland	prostate gland	putamen	sigmoid colon	skeletal muscle tissue	spinal cord (cervical c-1)	spleen	stomach	subcutaneous adipose tissue	substantia nigra	suprapubic skin	terminal ileum of small intestine	testis	thyroid gland	tibial artery	tibial nerve	transformed fibroblast	transverse colon	urinary bladder	uterus	vagina	visceral (omentum) adipose tissue
ENSG00000006047	YBX2					0.8		0.5		2				1		1	0.9	1	1	2	2	0.6		0.5		0.5	1		3				2	0.6		1	0.8			0.7	2		1	4	236	2				10		0.7	0.6	1
ENSG00000006059	KRT33A																		0.8																										3									
ENSG00000006062	MAP3K14	9	3	2	1	2	3	4	4	6	3	4	4	2	3	5	5	7	5	6	6	2	4	2	2	3	5	5	6	3	5	3	7	7	3	11	9	2	10	5	4	2	6	8	7	5	2	5	3	6	5	5	6	4
ENSG00000006071	ABCC8				4	8		0.8		0.8	5	32	38	12			1				0.6	9	0.5	5	4			2		5		6	29	1	4	0.5		3		3		3		0.6		2		1		0.5		0.6	0.8	
ENSG00000006116	CACNG3				14	28					15	0.6	0.7	26								24		18	2					16					13							1												
ENSG00000006118	TMEM132A	2		5	11	14	1	1		2	12	18	19	19	1	2	2	1	4	1	2	16	1	10	10		1	2	8	10	4	1	7	2	11	1		4	2	7	0.8	8	2	1	2	1		4	5	1	0.8	3	2	2
ENSG00000006125	AP2B1	26	67	23	34	45	21	21	16	28	36	37	38	52	21	25	27	32	10	29	22	46	16	34	36	7	16	31	20	37	29	10	34	22	30	21	15	33	22	20	24	31	14	19	40	31	22	27	33	23	27	24	19	22
ENSG00000006128	TAC1			1	5	10				0.7	65		0.5	3	3	0.8		0.5		0.5		6		7	13				2	56					75	2		2	14			7	0.5	2		2		18		0.9				
ENSG00000006194	ZNF263	5	5	3	2	3	3	2	3	4	3	5	5	3	3	3	4	4	3	4	5	3	2	2	3	2	4	4	4	3	6	2	6	5	2	4	1	2	6	4	4	2	4	4	4	4	3	5	4	3	4	5	4	4
ENSG00000006210	CX3CL1			1	9	19	21	5		39	14	2	3	19	20	10	7	8	3	8	8	17	4	14	10	3	9	20	23	14	2	3	3	17	15	4	2	3	0.6	4	14	6	5	4	2	10	16	6		2	9	6	6	14
ENSG00000006282	SPATA20	6	1	32	9	11	11	12	2	11	8	19	21	13	10	20	15	15	6	13	17	11	11	8	11	9	7	10	9	8	27	13	18	23	8	17	5	6	21	19	9	10	7	16	77	29	7	13	18	18	18	18	13	9
ENSG00000006283	CACNA1G				1	3		1		0.5	0.7	3	10	6			5				2	4		0.7	3					0.6	3			0.6	0.7			0.5				1	0.6		0.5							1	2	0.6
ENSG00000006327	TNFRSF12A		14	11	0.5	0.5	37	10	2	8	0.6	0.6	0.6	0.7	19	23	5	7	4	4	10		13	0.8	2	9	4	19	25	0.5	2	20	19	10	0.7	4	7	1	3	9	4	1	6	7	2	9	10	4	55	4	3	8	4	10
ENSG00000006377	DLX6				0.6	0.8					5			0.6								0.6			1		0.6			5					5										4									
ENSG00000006432	MAP3K9	2		0.7	2	6				0.6	2	11	13	5		1			5	0.5		6		3	4	0.8	2	1	2	2	0.5	1	4	1	2		0.6	0.5	0.7	1		2	2	1	5	2				0.9			2	
ENSG00000006451	RALA	14	16	15	12	12	5	6	3	12	12	9	8	9	7	6	12	8	26	9	8	11	6	11	12	4	10	17	11	13	9	4	7	6	11	8	5	18	8	8	12	14	10	9	8	8	6	12	19	11	9	9	11	11
ENSG00000006453	BAIAP2L1	3	8	10			0.7	1		5	0.5		0.5		1	5	2	1	15	1	2		1	0.5	0.5	9	9	8	14		0.9	11	9	17		1	1	0.6	1	29	3	0.6	10	9	8	10	0.7	2	1	16	7	2	9	3
ENSG00000006459	KDM7A	0.5	6	1	1	2	4	3	6	8	2	4	4	2	3	1	6	4	6	4	5	2	2	2	2	2	10	5	8	1	2	2	2	3	2	5	9	2	4	5	9	2	9	6	5	4	5	5	2	7	5	4	5	5
ENSG00000006468	ETV1		3	4	4	4	1	3		1	4	59	44	3	1		0.5	1		2		3	3	3	2	0.6	0.6	6	1	5			2	0.9	3	1		1	1	0.6	0.5	2	0.5		2	2	0.8	2	2	0.5	0.5	0.5		0.7
ENSG00000006530	AGK	11	10	5	5	7	4	4	1	5	5	10	10	6	4	4	5	4	4	4	5	7	4	5	5	3	4	5	6	6	5	3	7	6	5	4	2	4	7	5	4	5	4	5	3	6	3	5	5	4	5	5	5	3
ENSG00000006534	ALDH3B1			8	0.6	0.5	2	0.9	10	2	0.7			0.5	3	5	3	2	3	2	4		0.6	0.7	0.8	0.6	2	13	3	0.8	1	1	3	2	0.6	3		2	7	3	3	1	2	4	1	1	2	11	5	3	5	2	3	3
ENSG00000006555	TTC22								0.7	1	0.6					3	1		39		0.8					1	8	1	4	1		3	3	3		0.8			0.9	3			9	5		2				8	1		17	
ENSG00000006576	PHTF2	8	9	1	2	2	5	2	1	3	2	3	3	2	4	1	3	3	2	3	3	2	2	2	2	0.9	2	3	2	2	3	1	2	2	1	2	12	2	5	1	3	2	2	3	3	2	3	2	3	2	3	3	2	2
ENSG00000006606	CCL26		4	1				0.5		0.6					0.8		1				2						0.6	0.7			8		2								0.7		0.5		0.5			3			0.5	0.5	2	0.8
ENSG00000006607	FARP2	4	3	2	1	1	2	1		2	1	4	5	2	2	2	2	2	2	2	2	1	0.9	1	2	1	4	2	2	2	3	2	2	2	1	2	1	2	2	3	2	1	4	3	6	2	2	3	3	4	3	3	2	2
ENSG00000006611	USH1C				0.9	0.6					3			1		22								3	2					0.8		1	5		3	1		14		4		6		17	0.5					24				
ENSG00000006625	GGCT	22	39	14	12	18	7	7	2	17	10	12	10	16	8	12	9	8	22	8	11	16	5	11	10	7	18	11	16	10	9	7	10	14	9	8	5	6	10	10	14	9	18	10	9	11	6	13	11	13	10	9	17	25
ENSG00000006634	DBF4	11	22	1	0.6	0.8	0.7	0.5	0.8	2	0.9	1	2	0.9	0.7	0.7	1	0.7	2	0.6	2	0.9		0.6	0.6	0.7	1	1	1	1	2	0.8	1	2	0.8	0.7		0.5	2	1	1	0.6	2	2	19	1	0.6	2	2	1	1	1	1	1
ENSG00000006638	TBXA2R		7	5	0.6	0.5	19	1	1	1		0.5	0.6	0.6	18	3	3	3	1	3	3		1	0.5	0.6	2	0.8	3	0.6		1	0.5	0.9	2	0.6	1		0.5	6	1	2	0.5	0.7	2	1	2	18	5	0.8	1	1	3	2	2
ENSG00000006652	IFRD1	5	14	6	5	5	10	6	9	12	6	5	5	5	8	4	7	8	6	8	8	5	4	5	6	6	6	10	8	6	9	19	13	10	5	8	7	6	7	9	10	6	7	6	10	8	11	12	9	6	6	7	8	11
ENSG00000006659	LGALS14	6																																																				
ENSG00000006695	COX10	7	6	4	2	2	3	8	2	4	2	3	3	3	3	4	3	5	5	6	3	3	11	2	2	3	4	3	4	2	3	2	2	4	2	6	14	1	3	5	4	2	4	6	15	4	3	3	5	7	5	3	4	4
ENSG00000006704	GTF2IRD1	1	5	5	2	2	2	3		3	2	2	3	3	2	5	8	7	9	6	4	2	3	2	3	1	8	5	7	2	5	2	17	6	2	5	13	3	0.9	4	2	2	8	2	3	8	3	5	3	3	7	5	8	2
ENSG00000006712	PAF1	20	18	24	16	18	19	18	18	22	16	23	21	17	18	16	24	24	20	23	23	18	14	18	19	15	19	18	21	16	28	10	31	24	18	21	16	22	26	19	19	19	19	21	49	25	20	25	22	18	21	23	21	19
ENSG00000006715	VPS41	12	8	7	9	11	7	5	3	6	9	6	7	12	7	5	7	6	5	6	6	13	3	9	9	3	6	7	6	9	8	4	10	6	7	6	2	9	7	5	6	9	6	5	6	7	8	7	9	5	7	7	7	6
ENSG00000006740	ARHGAP44			0.5	4	8	2	2		1	5	12	11	8	2	1	2	2		1	4	8	1	6	6		0.8	4	1	6	3	1	7	2	5	1	0.6	1	0.5	2	1	3	0.9	1	2	4	2	0.9		5	2	2	1	2
ENSG00000006744	ELAC2	14	12	17	6	7	10	8	3	11	7	8	8	8	10	9	9	15	11	14	11	7	10	5	6	9	12	9	10	7	9	7	7	12	6	13	11	5	16	11	11	6	12	12	15	11	10	10	9	11	13	11	10	9
ENSG00000006747	SCIN		8		0.7						1					12			7		1			1	2		1	2	8	2			0.7	1	0.8			6		2		3	0.9	8	3			1		7	3		0.5	0.9
ENSG00000006756	ARSD	0.6		3	2	1	3	2	2	7	2	1	1	1	3	7	4	3	4	3	6	1	1	1	2	7	4	5	8	1	9	9	2	7	1	3		1	4	13	5	1	3	4	3	8	3	4	2	7	8	5	5	4
ENSG00000006757	PNPLA4	2	6	6	5	4	2	5	0.7	4	5	2	2	4	2	5	3	3	4	3	4	4	5	4	5	3	4	2	3	6	5	3	5	3	5	2	5	4	2	4	3	5	4	2	3	5	2	3	3	3	3	4	3	3
ENSG00000006788	MYH13																																							0.6														
ENSG00000006831	ADIPOR2	19	20	36	18	11	9	10	8	21	16	9	10	13	9	7	12	13	18	13	13	13	9	20	23	19	17	24	12	13	13	9	14	12	18	13	11	41	11	21	27	28	15	17	21	17	10	33	13	16	11	14	14	29
ENSG00000006837	CDKL3		0.5	0.5	0.7	0.7				0.5	0.7	0.8	1	0.8		0.5	0.6	0.5			0.7	0.7		0.7	0.8					0.7	0.6		0.9	0.7	0.6	0.5		0.6				0.7			4	0.8		0.8				0.6		
ENSG00000007001	UPP2				1	1					0.8	0.7	1	1		5						1		1	0.6	0.5				1					0.6																			
ENSG00000007038	PRSS21		28																0.6		0.6							0.9	0.9					1					1				0.5		45								0.9	
ENSG00000007047	MARK4	4	4	5	7	10	5	4	4	5	10	6	7	11	5	4	7	7	5	6	6	9	3	9	6	3	9	5	5	10	8	3	7	6	10	6	7	3	5	5	5	5	9	3	21	5	6	5	5	3	7	6	6	5
ENSG00000007062	PROM1				1	1	1	0.8		5	1			0.8		5		0.6		0.9	0.5	0.8	0.5	1	1		0.6		33	0.9		3		0.5	1	0.9		0.8		3		1	0.6	4	3		0.5			11	2			
ENSG00000007080	CCDC124	28	35	22	26	31	30	24	13	24	23	20	19	32	32	23	29	35	28	36	25	31	22	28	26	16	29	23	28	22	23	15	21	30	25	36	28	21	26	24	25	28	31	19	24	22	27	28	32	23	26	28	27	23
ENSG00000007129	CEACAM21	7							10	0.6											0.6				2			2						0.5				0.9	8		0.6	1		2	0.9	0.5		0.5		0.6				0.8
ENSG00000007168	PAFAH1B1	20	12	17	24	37	25	16	11	20	22	51	43	33	23	13	23	21	17	21	20	40	15	24	31	7	24	23	18	27	19	8	23	17	21	22	24	21	16	15	20	23	23	18	36	22	26	25	21	16	20	25	21	17
ENSG00000007171	NOS2				0.7	1						0.7	0.7	3		0.7						2		0.5				0.8		0.5			1											2				0.5		3				
ENSG00000007174	DNAH9					0.5					0.7			0.5							0.7	0.5		0.7	0.9					0.7								0.6							2									
ENSG00000007202	KIAA0100	20	28	15	9	12	13	9	6	12	10	14	15	13	14	13	10	13	12	14	12	11	8	9	10	6	12	15	10	10	13	8	16	11	8	14	12	7	13	12	13	9	13	14	15	14	12	13	21	13	14	14	8	14
ENSG00000007216	SLC13A2									1						13											3		8														2	30						4				
ENSG00000007237	GAS7	5		2	29	41	3	18	23	6	36	101	77	43	8	1	12	10	5	10	10	47	8	28	20		18	10	5	44	5	1	1	4	41	8	0.9	39	9	2	7	27	14	5	10	3	3	52	1	5	8	8	10	8
ENSG00000007255	TRAPPC6A	37	19	15	9	8	6	6	9	14	10	5	6	9	6	20	10	8	10	9	11	7	4	9	9	16	22	9	11	11	13	8	12	21	11	12	6	13	25	14	11	11	24	14	18	18	5	13	4	17	12	10	12	9
ENSG00000007264	MATK		9		7	11			5		6	0.6	0.8	14		0.5			0.6		0.6	12		11	4	0.5		3		7			1	0.5	7			1	4		0.6	3	0.5	2	1					0.5				0.5
ENSG00000007306	CEACAM7																		13								0.5					0.5				3							0.6							190			10	
ENSG00000007312	CD79B	57		0.7			0.7	0.6	13	3					2	0.9	2	1	1	1	2		2			0.7	2	1	5				20	2		0.7	0.7		73	1	2		3	9	0.6	1	0.5	3		2	1	2	2	3
ENSG00000007314	SCN4A									7																	0.5		0.8				1				34		0.5		7				2	4								9
ENSG00000007341	ST7L	0.8	2	1	0.8	0.8	1	0.9		2	0.8	1	2	0.9	1	1	2	1	1	1	2	0.8	0.7	0.8	1	0.7	2	1	1	0.9	2	1	2	2	0.8	1	0.7	0.9	1	1	1	0.8	2	1	6	2	1	2	2	1	1	2	2	1
ENSG00000007350	TKTL1							1	1														1																						79									
ENSG00000007372	PAX6		0.9		2	2					2	18	17	2								2		2	0.9					2		0.7	1		2			0.8				0.8												
ENSG00000007376	RPUSD1	10	6	6	4	6	5	3	6	5	5	6	7	9	5	6	5	6	7	5	6	7	3	5	4	4	8	5	7	5	5	4	7	8	5	6	2	3	12	7	5	4	7	8	5	6	4	5	9	8	7	6	6	4
ENSG00000007384	RHBDF1		3	4	3	3	31	11		21	4	2	3	3	31	8	27	19	15	16	16	2	8	3	3	2	18	20	18	4	24	6	5	28	3	13	6	2	8	8	14	3	17	10	4	14	37	57	14	10	18	18	28	12
ENSG00000007392	LUC7L	8	9	13	11	13	11	8	4	17	12	21	21	14	11	12	19	17	9	12	17	12	5	12	12	8	12	15	12	12	23	12	29	24	11	14	5	10	21	13	12	11	12	17	18	30	10	16	6	13	13	22	15	10
ENSG00000007402	CACNA2D2				1	3	2	5	0.5	1	5	10	12	4	0.7	3	1	1		1	1	3	0.5	1	7		1	16	1	5	2	1	8	2	4	1	0.5	0.7	1	2	0.6	3	1	1	6	2	0.9	0.8		1	0.9	2	1	0.9
ENSG00000007516	BAIAP3		3	2	19	28	0.9	0.6	2	4	7			37	0.5	5	0.7	0.6	1	0.7	3	24	0.9	15	50	2	1	2	3	13		3	356	6	2	1		2	5	2	1	6	1	6	18	0.9		1		3	2	0.5	1	2
ENSG00000007520	TSR3	29	19	29	23	24	29	23	15	23	24	19	20	25	30	27	24	33	27	31	24	22	24	24	22	19	28	23	27	24	22	22	22	30	24	33	21	22	32	28	25	26	28	26	27	22	24	27	37	28	27	25	25	25
ENSG00000007541	PIGQ	4	5	12	6	7	7	4	4	8	6	9	10	11	8	16	8	10	5	8	10	8	3	7	7	5	7	9	9	7	10	10	21	14	6	8	3	4	10	7	6	5	7	6	22	18	5	10	4	7	8	9	7	5
ENSG00000007545	CRAMP1	1	3	2	2	2	3	2	0.8	4	2	10	11	3	3	3	4	4	3	4	5	2	2	2	2	2	4	4	3	2	5	2	6	5	2	4	2	2	5	3	3	2	4	4	11	6	3	4	2	3	4	5	4	3
ENSG00000007866	TEAD3		8	6	2	1	43	18		21	2	0.5	0.7	2	40	13	39	70	30	67	45	1	13	2	1	8	39	19	26	2	28	5	5	45	2	86	11	0.9	11	17	12	2	37	20	9	15	48	14	11	32	59	62	40	16
ENSG00000007908	SELE						0.7	0.9		2					0.8	0.6	2	1	0.6		6					1		1	1		0.5			3				0.5		0.5	0.7		0.9			4		1				0.6	2	6
ENSG00000007923	DNAJC11	10	15	9	4	5	4	7	2	6	4	7	8	7	5	11	6	6	7	6	6	5	8	4	4	5	7	6	6	4	7	4	5	6	4	7	6	3	8	6	6	3	7	7	8	6	5	7	8	9	6	6	6	5
ENSG00000007933	FMO3			2			2	1		3					1	4	0.5	1	2	1	3		0.6		0.5	64	1	7	2			0.8	2	0.5	0.5		1			0.8	11		0.6	0.7		1	1	2	1					3
ENSG00000007944	MYLIP	12	26	9	4	5	27	5	13	20	5	4	4	5	17	9	26	15	9	9	24	5	4	6	5	2	14	18	13	4	15	5	5	10	5	13	6	4	18	11	21	5	13	13	12	25	25	13	6	13	18	21	12	15
ENSG00000007952	NOX1											0.6	0.6														0.6									0.5														22				
ENSG00000007968	E2F2	2	6						5										5								2	0.6											3				2	1	4					3			1	
ENSG00000008018	PSMB1	68	152	52	25	25	45	35	23	51	27	24	25	24	46	34	48	48	40	45	50	24	34	24	30	42	53	49	43	28	43	26	50	45	25	46	45	26	56	39	55	28	50	47	43	47	46	53	47	43	39	53	44	45
ENSG00000008056	SYN1			0.9	63	135	0.7	3	0.6		35	70	80	151	1	0.6		0.7		0.8	0.6	131	3	72	59			1		42	1	0.5	21	0.8	34	1		6	0.5	0.5		25		0.6	2		0.6	1		0.7		0.5		0.8
ENSG00000008083	JARID2	9	18	3	3	4	2	2	5	5	4	15	15	4	2	2	3	3	8	3	4	4	2	3	4	1	9	5	4	4	4	2	3	4	3	4	4	3	7	3	4	3	8	5	14	3	2	4	4	3	4	4	5	4
ENSG00000008086	CDKL5	0.9			0.6	0.8	1	0.6		0.5	0.8	0.5	0.6	1	0.7		0.8	0.5	0.9	0.5	0.5	1	0.5		0.5			1	0.7	0.7	0.9			0.6	0.6			0.6			0.5				3	0.6	1	0.5	0.8		1	0.8	0.9	
ENSG00000008118	CAMK1G			0.7	6	25					16	1	1	30		2						27		9	8					23	9		3	2	15			0.5	4			2			0.8									
ENSG00000008128	CDK11A	3	5	4	2	2	4	2	4	6	2	6	7	2	4	4	5	5	4	5	5	2	2	2	2	4	5	7	5	2	6	3	8	8	2	6	2	3	12	5	5	2	5	8	8	6	3	5	2	7	5	6	5	4
ENSG00000008130	NADK	20	23	36	7	7	20	10	68	20	7	8	10	8	23	15	16	20	13	19	20	7	6	7	7	33	14	21	18	7	20	11	16	20	8	16	5	6	52	20	24	7	14	21	19	18	20	19	12	25	18	17	14	25
ENSG00000008196	TFAP2B									3		2	2			2			2								2		1														3											
ENSG00000008197	TFAP2D				0.5																																																	
ENSG00000008226	DLEC1								0.6	0.5	0.7					0.5					5			0.5	1			2	0.9	0.6	0.8		11	0.9					0.5						15	1		1		0.5				0.6
ENSG00000008256	CYTH3	8	7	5	6	10	22	10	1	16	8	9	11	11	18	6	9	10	6	10	10	9	7	7	5	1	12	11	7	7	8	3	6	6	7	8	4	3	6	7	17	5	11	9	15	17	16	19	26	5	8	11	9	16
ENSG00000008277	ADAM22	2		3	5	7	0.6			0.7	4	30	25	7		0.8	2				1	10		5	5			0.5		5	1		2	2	4	0.5		4	0.5		1	4		0.6	0.5	2	0.7	0.9		0.9	0.9	2	1	0.6
ENSG00000008282	SYPL1	21	44	32	12	9	31	23	7	42	15	6	7	8	33	26	47	38	64	36	43	10	22	14	16	15	38	32	52	12	32	18	16	32	15	44	34	62	28	36	42	28	40	28	49	41	39	31	35	34	61	50	55	37
ENSG00000008283	CYB561	2	7	14	5	8	4	5	1	10	7	2	3	12	4	8	8	4	17	4	7	9	2	6	12	5	14	13	22	10	4	24	37	29	5	4	0.5	1	4	16	6	3	14	9	4	17	2	7	6	12	5	5	12	5
ENSG00000008294	SPAG9	8	19	8	18	13	12	8	5	13	15	19	19	13	11	7	13	11	6	11	12	13	5	16	17	5	11	15	8	14	14	7	10	8	13	10	17	24	6	6	14	19	10	8	17	14	14	21	12	7	13	13	10	11
ENSG00000008300	CELSR3		0.7		2	3	0.5				2	15	18	5								4		2	3		0.5			3			15		2			1	0.6	0.5		2		0.5	4			0.5				0.5		
ENSG00000008311	AASS			4	4	2	9	5		12	4	0.8	2	3	10	5	13	15	4	14	15	2	6	3	3	8	4	12	6	3	35	7	5	9	3	7	4	5	3	6	12	4	4	5	4	7	15	32	7	4	12	14	7	12
ENSG00000008323	PLEKHG6	0.6								4						0.7			11		0.6					0.7	4	0.5	5			1	3	1						2	4		5	8	0.5	2				16	6		6	5
ENSG00000008324	SS18L2	23	20	6	11	11	5	5	4	8	11	14	13	10	5	6	8	5	6	5	7	12	4	11	10	6	8	8	8	12	8	5	12	12	11	4	3	10	13	8	7	10	8	9	6	8	4	7	8	6	6	5	7	7
ENSG00000008382	MPND	5	4	9	6	9	5	5	5	5	5	5	5	10	5	8	6	6	6	5	7	9	5	6	5	8	6	6	7	5	7	5	6	10	5	8	3	4	8	8	4	6	6	8	4	7	4	4	3	13	7	6	6	4
ENSG00000008394	MGST1	3	5	119	9	6	4	8	3	30	12	2	4	6	9	11	8	5	15	5	5	5	2	6	8	86	5	19	13	13	0.5	7	0.8	15	6	7	1	4	0.6	11	71	10	6	8	1	29	3	8	34	22	32	2	10	83
ENSG00000008405	CRY1	0.8	13	3	3	3	6	5	0.8	6	3	12	11	3	5	3	6	6	3	7	7	3	3	3	4	3	4	7	5	3	5	2	5	5	3	6	3	3	3	4	4	3	4	5	14	8	6	5	3	4	4	7	5	5
ENSG00000008438	PGLYRP1								137			0.6	1															2					0.6						16						1									0.5
ENSG00000008441	NFIX		3	7	19	27	43	15	3	24	19	67	61	29	29	3	33	21	20	22	30	28	10	25	17	5	30	17	29	17	25	4	8	31	17	28	39	28	4	15	23	20	29	7	7	14	35	12	38	12	22	41	27	19
ENSG00000008513	ST3GAL1	4	3	11	3	4	11	15	10	7	2	3	3	3	13	11	6	5	7	4	12	3	20	3	2	15	3	12	7	2	7	4	5	5	1	2	14	2	11	8	9	2	3	5	3	33	5	5	7	2	9	6	7	14
ENSG00000008516	MMP25							0.5	258	0.9		0.5	0.8	0.5		0.5	0.5		0.6		0.7		0.6			1	0.5	7	0.8			0.6	0.7	0.9					49	0.7	0.6		0.5	2	0.5	1		0.5		0.9			0.6	2
ENSG00000008517	IL32	37		3	0.9	0.9	4	11	18	6	1	0.6	0.7	0.9	4	35	1	2	2	3	3	0.9	6	1	1	44	2	22	5	1	2	40	2	5	1	3	7	1	47	3	4	1	2	28	3	9	1	2	1	19	2	2	2	7
ENSG00000008710	PKD1	4	6	6	8	14	38	10	1	10	10	120	129	28	22	6	15	35	8	27	19	21	9	11	12	4	11	9	8	10	19	5	69	16	9	27	14	6	9	8	9	7	12	9	11	8	22	13	13	12	19	24	13	10
ENSG00000008735	MAPK8IP2			5	42	54				0.8	21	64	64	53		0.5	0.6	0.9	0.6	1	1	47		41	27		1	0.5	1	25	4	0.8	24	1	20	1		8	0.5	0.8		20	0.9	0.5	8	0.6		0.9		0.5		1	0.5	0.7
ENSG00000008838	MED24	14	17	13	8	10	11	9	3	14	8	18	21	13	10	11	16	13	12	11	15	10	9	8	9	7	14	14	13	8	16	7	23	14	7	14	15	6	16	12	11	7	14	15	20	14	9	13	10	14	11	17	13	10
ENSG00000008853	RHOBTB2	5		4	8	14	7	5	0.8	4	19	3	3	21	6	5	4	5	1	4	5	17	6	9	5	0.7	3	32	2	12	7	2	7	4	18	3	4	2	7	4	3	4	2	7	5	9	8	4	5	2	5	4	2	3
ENSG00000008869	HEATR5B	6	5	5	3	4	4	3	2	7	4	8	7	4	4	3	5	4	5	4	5	5	3	3	4	3	7	6	7	4	5	6	4	6	3	4	2	3	6	5	7	3	7	6	4	6	5	6	4	5	5	5	6	5
ENSG00000008952	SEC62	18	11	16	25	25	13	9	8	16	23	21	19	19	15	10	16	14	7	15	15	23	6	22	28	13	7	16	16	23	14	12	17	15	22	15	6	30	14	14	18	30	6	11	8	21	17	19	21	10	14	16	10	17
ENSG00000008988	RPS20	332	255	131	92	61	135	99	62	221	79	52	45	51	145	115	247	173	147	156	180	65	79	70	80	80	221	152	181	81	375	135	149	189	74	143	92	113	241	157	216	88	233	148	117	139	139	152	162	124	178	189	201	222
ENSG00000009307	CSDE1	133	131	65	55	59	100	84	38	85	53	58	49	47	106	44	88	119	67	148	77	57	88	51	65	30	74	83	89	52	79	45	53	71	52	150	313	69	47	68	116	71	73	58	78	76	143	85	95	70	125	88	75	95
ENSG00000009335	UBE3C	12	17	8	4	6	9	7	2	8	5	10	9	5	8	5	8	9	9	10	9	6	6	4	4	5	8	7	8	5	8	5	5	7	4	9	11	4	6	7	9	4	8	8	9	6	9	7	12	8	10	9	8	8
ENSG00000009413	REV3L	6	3	4	3	3	3	3	0.7	6	3	11	13	3	4	2	10	5	2	6	7	3	2	2	3	1	4	4	4	3	3	2	5	4	2	7	5	2	2	3	8	2	4	3	4	5	5	3	20	3	7	15	6	6
ENSG00000009694	TENM1		5		0.9	1			0.7	0.6	0.8	12	16	0.9	0.5	1		3		3	1	0.9		1	2	3	0.9	0.7	1	1			4	2	0.7	1					2	0.8	0.8			0.9	1	0.9				1		
ENSG00000009709	PAX7													0.7								0.7															0.8																	
ENSG00000009724	MASP2	1	0.9	0.6	0.6	0.8	0.9			2	0.7	5	5	0.9	1	0.6	1	1	0.6	1	2	1	0.5	0.6	0.7	43	2	1	1	0.8	2	0.9	1	1	0.5	2	0.7	0.5	1	1	1		2	1	1	1	1	2	0.7	1	2	2	1	0.8
ENSG00000009765	IYD															2										1																		2		134				1				
ENSG00000009780	FAM76A	2	3	2	3	3	3	2	1	5	3	6	5	3	4	3	5	4	3	4	5	3	2	3	3	1	5	4	3	3	4	2	5	4	2	4	2	3	4	3	5	3	5	4	8	6	5	6	2	3	4	5	4	4
ENSG00000009790	TRAF3IP3	11							13	0.5						0.6	0.6		0.7		0.9					0.5		2	1					0.9				1	11	0.9	0.5	0.5	0.5	6		0.6		0.5		1	0.7		0.7	0.6
ENSG00000009830	POMT2	1	2	5	3	3	2	2	0.6	4	3	5	5	3	3	4	4	4	2	3	4	3	2	3	3	2	3	3	3	3	4	3	9	5	3	4	3	3	3	3	3	3	3	3	18	7	2	4	3	3	3	5	4	3
ENSG00000009844	VTA1	9	11	4	5	5	3	3	2	4	4	7	5	5	3	3	4	3	5	3	3	7	3	5	5	3	4	3	4	4	3	2	3	3	3	3	6	4	3	3	4	4	4	3	3	3	4	4	7	4	4	4	4	4
ENSG00000009950	MLXIPL		3	39	5	7	0.9	1		15	2	22	26	9	2	21		4	1	3	5	7	0.7	5	6	160	2	2	5	4	2	8	9	2	2	3	12	6		2	40	5	2	20	24	3		4		4	0.7		1	32
ENSG00000009954	BAZ1B	21	38	13	10	9	13	9	3	13	10	17	16	9	14	6	15	15	9	16	15	10	7	9	11	6	9	12	11	10	17	6	14	13	9	16	10	10	13	9	14	11	8	12	13	14	16	15	24	11	16	17	12	12
ENSG00000010017	RANBP9	17	54	15	16	24	21	9	9	15	14	15	14	20	14	8	17	16	43	17	12	26	8	15	17	7	20	13	15	14	15	8	13	16	13	16	23	12	11	11	17	16	17	11	56	12	17	14	21	11	16	15	19	14
ENSG00000010030	ETV7	4		1			2			0.6					0.7		0.7		1		0.7						6	2	1		0.7	0.5	2	1	0.5				1	1			6	3	0.5	0.6		2		1	2	0.6	1	0.6
ENSG00000010072	SPRTN	1	4	1	0.9	0.8	1	0.9	0.6	1	0.9	1	1	0.8	1	0.9	1	1	2	1	2	0.8	0.9	0.9	1	0.8	2	1	2	0.9	1	0.6	1	1	0.8	1	2	1	1	1	2	1	2	1	4	2	1	1	2	1	1	1	1	1
ENSG00000010165	METTL13	13	19	10	4	5	6	4	3	8	4	7	7	6	6	5	7	6	6	6	8	5	4	4	4	5	8	7	8	5	7	4	4	7	4	6	5	4	9	7	7	4	7	8	14	7	5	8	15	7	7	8	7	6
ENSG00000010219	DYRK4	2	1	2	2	2	3	2	0.8	2	2	2	2	2	2	2	2	3	1	2	3	2	1	2	2	1	1	2	2	2	3	2	4	3	2	2	0.8	3	3	2	1	2	1	3	15	3	2	2	2	2	2	3	2	1
ENSG00000010244	ZNF207	18	20	8	5	5	10	7	7	13	5	13	15	6	9	7	13	9	13	9	12	5	5	5	6	5	11	12	12	5	13	6	11	13	4	10	5	5	12	9	10	5	11	11	11	13	10	12	9	10	11	12	14	9
